document,language,variety,annotator_a,annotator_b,type,span_a_tokens,span_b_tokens,text_a,text_b,discr_type,gold_version
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,77:88,56:113,oder „ Der Leuchtturm auf den Hummerklippen “ von James Krüss,"Zugegeben , es gibt Ausnahmen in der Kinderlyrik wie zum Beispiel „ Das kleine Ich bin ich “ von Mira Lobe oder „ Der Leuchtturm auf den Hummerklippen “ von James Krüss oder „ Und außerdem sind Borsten schön “ von Nadja Budde . Oder „ Wo bleibt das Meer ? “ von Ted van Lieshout .",style-embedded example,annotator_b
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,88:100,56:113,oder „ Und außerdem sind Borsten schön “ von Nadja Budde .,"Zugegeben , es gibt Ausnahmen in der Kinderlyrik wie zum Beispiel „ Das kleine Ich bin ich “ von Mira Lobe oder „ Der Leuchtturm auf den Hummerklippen “ von James Krüss oder „ Und außerdem sind Borsten schön “ von Nadja Budde . Oder „ Wo bleibt das Meer ? “ von Ted van Lieshout .",style-embedded example,annotator_b
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,100:113,56:113,Oder „ Wo bleibt das Meer ? “ von Ted van Lieshout .,"Zugegeben , es gibt Ausnahmen in der Kinderlyrik wie zum Beispiel „ Das kleine Ich bin ich “ von Mira Lobe oder „ Der Leuchtturm auf den Hummerklippen “ von James Krüss oder „ Und außerdem sind Borsten schön “ von Nadja Budde . Oder „ Wo bleibt das Meer ? “ von Ted van Lieshout .",style-embedded example,annotator_b
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,113:137,113:131,"Der niederländische Autor , Grafiker , Illustrator zeichnet sich durch eine Vielfalt literarischer / bildnerischer Werke aus : Romane , Gedichte , Hörspiele …","Der niederländische Autor , Grafiker , Illustrator zeichnet sich durch eine Vielfalt literarischer / bildnerischer Werke aus :",style-embedded example,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,113:137,131:166,"Der niederländische Autor , Grafiker , Illustrator zeichnet sich durch eine Vielfalt literarischer / bildnerischer Werke aus : Romane , Gedichte , Hörspiele …","Romane , Gedichte , Hörspiele … Eine Zusammenstellung seiner Gedichte der letzten dreißig Jahre erscheint zum ersten Mal in deutscher Übersetzung ( Rolf Erdorf ) im Susanna Rieder Verlag . Und zwar als Einzelveröffentlichung !",syntax-sentence boundary,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,137:161,131:166,Eine Zusammenstellung seiner Gedichte der letzten dreißig Jahre erscheint zum ersten Mal in deutscher Übersetzung ( Rolf Erdorf ) im Susanna Rieder Verlag .,"Romane , Gedichte , Hörspiele … Eine Zusammenstellung seiner Gedichte der letzten dreißig Jahre erscheint zum ersten Mal in deutscher Übersetzung ( Rolf Erdorf ) im Susanna Rieder Verlag . Und zwar als Einzelveröffentlichung !",syntax-sentence boundary,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,161:166,131:166,Und zwar als Einzelveröffentlichung !,"Romane , Gedichte , Hörspiele … Eine Zusammenstellung seiner Gedichte der letzten dreißig Jahre erscheint zum ersten Mal in deutscher Übersetzung ( Rolf Erdorf ) im Susanna Rieder Verlag . Und zwar als Einzelveröffentlichung !",syntax-verbless,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,166:170,166:180,"Wie ist es ,","Wie ist es , wenn man sich auf der Schwelle zum Erwachsenensein befindet ?",subordination-conditional,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,170:180,166:180,wenn man sich auf der Schwelle zum Erwachsenensein befindet ?,"Wie ist es , wenn man sich auf der Schwelle zum Erwachsenensein befindet ?",subordination-conditional,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,259:264,259:278,"Wie ist es also ,","Wie ist es also , wenn einen die Eltern nerven , gleichzeitig sich aber die Sorge breit macht ?",subordination-conditional,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,264:270,259:278,"wenn einen die Eltern nerven ,","Wie ist es also , wenn einen die Eltern nerven , gleichzeitig sich aber die Sorge breit macht ?",subordination-conditional,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,270:278,259:278,gleichzeitig sich aber die Sorge breit macht ?,"Wie ist es also , wenn einen die Eltern nerven , gleichzeitig sich aber die Sorge breit macht ?",syntax-coordinated clause missed,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,307:317,307:325,und keiner in der Welt es noch weiß ? “,"und keiner in der Welt es noch weiß ? “ ( „ Mutter “ , S. 31 )",other-arbitrary boundary,annotator_b
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,317:325,307:325,"( „ Mutter “ , S. 31 )","und keiner in der Welt es noch weiß ? “ ( „ Mutter “ , S. 31 )",other-arbitrary boundary,annotator_b
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,340:349,340:350,„ Ich schwebe über allem dahin / im Geheimen,„ Ich schwebe über allem dahin / im Geheimen –,orthography-dash,annotator_b
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,349:360,340:350,"– denn wie Welt weiß / noch nicht so recht ,",„ Ich schwebe über allem dahin / im Geheimen –,orthography-dash,annotator_b
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,349:360,350:360,"– denn wie Welt weiß / noch nicht so recht ,","denn wie Welt weiß / noch nicht so recht ,",orthography-dash,annotator_b
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,365:376,365:377,"Ich muss mich manchmal auch noch / an mich gewöhnen ,","Ich muss mich manchmal auch noch / an mich gewöhnen , /",orthography-slash,annotator_b
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,376:384,365:377,/ doch mein Vorsprung ist schon groß .,"Ich muss mich manchmal auch noch / an mich gewöhnen , /",orthography-slash,annotator_b
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,376:384,377:384,/ doch mein Vorsprung ist schon groß .,doch mein Vorsprung ist schon groß .,orthography-slash,annotator_b
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,403:413,403:420,Und eine Biege / ist auch eine Verbeugung . “,"Und eine Biege / ist auch eine Verbeugung . “ ( „ Verbeugung “ , S.15 )",other-arbitrary boundary,annotator_b
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,413:420,403:420,"( „ Verbeugung “ , S.15 )","Und eine Biege / ist auch eine Verbeugung . “ ( „ Verbeugung “ , S.15 )",other-arbitrary boundary,annotator_b
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,468:478,468:487,"Jetzt muss ich hinüber , ehe es taut . “","Jetzt muss ich hinüber , ehe es taut . “ ( „ Gefrorene Sprechblasen “ , S. 51 )",other-arbitrary boundary,annotator_b
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,478:487,468:487,"( „ Gefrorene Sprechblasen “ , S. 51 )","Jetzt muss ich hinüber , ehe es taut . “ ( „ Gefrorene Sprechblasen “ , S. 51 )",other-arbitrary boundary,annotator_b
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,500:510,500:509,"Ach , wo bleibt / doch das Meer ? …","Ach , wo bleibt / doch das Meer ?",orthography-dotdotdot,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,500:510,509:518,"Ach , wo bleibt / doch das Meer ? …",… Die Dünen / wollen ins Wasser / gehen,orthography-dotdotdot,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,510:518,509:518,Die Dünen / wollen ins Wasser / gehen,… Die Dünen / wollen ins Wasser / gehen,orthography-dotdotdot,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,541:564,541:555,"In einfachen Linien kommt eine Angelschnur daher , ein Papageifisch , ein Swimmingpool , im Wasser zeigt sich die Flosse eines Hais ;","In einfachen Linien kommt eine Angelschnur daher , ein Papageifisch , ein Swimmingpool ,",syntax-coordinated clause missed,annotator_b
DE-CURRENT/2_Manually-Segmented/blog_literaturblog_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,541:564,555:564,"In einfachen Linien kommt eine Angelschnur daher , ein Papageifisch , ein Swimmingpool , im Wasser zeigt sich die Flosse eines Hais ;",im Wasser zeigt sich die Flosse eines Hais ;,syntax-coordinated clause missed,annotator_b
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,153:158,153:168,"denn längst nicht jede ,","denn längst nicht jede , die links ist , ist deswegen auch gleich linksextrem .",style-inlay,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,158:162,153:168,"die links ist ,","denn längst nicht jede , die links ist , ist deswegen auch gleich linksextrem .",style-inlay,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,162:168,153:168,ist deswegen auch gleich linksextrem .,"denn längst nicht jede , die links ist , ist deswegen auch gleich linksextrem .",style-inlay,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,317:330,317:358,"Vorgeschoben werden » verfassungsschutzrelevante Erkenntnisse « , ohne jedoch irgendwelche Details zu nennen","Vorgeschoben werden » verfassungsschutzrelevante Erkenntnisse « , ohne jedoch irgendwelche Details zu nennen ( vorgeschoben als Grund , dass keine Details genannt werden , sei » Geheimnisschutz « , lächerlich ) , sowie ein umstrittener Erlass aus dem Jahr 2017 ,",style-inlay,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,330:335,317:358,"( vorgeschoben als Grund ,","Vorgeschoben werden » verfassungsschutzrelevante Erkenntnisse « , ohne jedoch irgendwelche Details zu nennen ( vorgeschoben als Grund , dass keine Details genannt werden , sei » Geheimnisschutz « , lächerlich ) , sowie ein umstrittener Erlass aus dem Jahr 2017 ,",style-inlay,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,335:341,317:358,"dass keine Details genannt werden ,","Vorgeschoben werden » verfassungsschutzrelevante Erkenntnisse « , ohne jedoch irgendwelche Details zu nennen ( vorgeschoben als Grund , dass keine Details genannt werden , sei » Geheimnisschutz « , lächerlich ) , sowie ein umstrittener Erlass aus dem Jahr 2017 ,",style-inlay,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,341:349,317:358,"sei » Geheimnisschutz « , lächerlich ) ,","Vorgeschoben werden » verfassungsschutzrelevante Erkenntnisse « , ohne jedoch irgendwelche Details zu nennen ( vorgeschoben als Grund , dass keine Details genannt werden , sei » Geheimnisschutz « , lächerlich ) , sowie ein umstrittener Erlass aus dem Jahr 2017 ,",style-inlay,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,349:358,317:358,"sowie ein umstrittener Erlass aus dem Jahr 2017 ,","Vorgeschoben werden » verfassungsschutzrelevante Erkenntnisse « , ohne jedoch irgendwelche Details zu nennen ( vorgeschoben als Grund , dass keine Details genannt werden , sei » Geheimnisschutz « , lächerlich ) , sowie ein umstrittener Erlass aus dem Jahr 2017 ,",style-inlay,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,367:378,367:382,Das sogenannte » Haber-Verfahren « wird seit 2004 vom Bundesinnenministerium angeboten,"Das sogenannte » Haber-Verfahren « wird seit 2004 vom Bundesinnenministerium angeboten und soll verhindern ,",syntax-coordinated clause missed,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,378:382,367:382,"und soll verhindern ,","Das sogenannte » Haber-Verfahren « wird seit 2004 vom Bundesinnenministerium angeboten und soll verhindern ,",syntax-coordinated clause missed,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,382:387,382:388,dass Extremisten staatliche Fördergelder erhalten,dass Extremisten staatliche Fördergelder erhalten –,orthography-dash,annotator_b
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,387:398,382:388,– hat Dobrindt also auch noch seine Finger im Spiel ?,dass Extremisten staatliche Fördergelder erhalten –,orthography-dash,annotator_b
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,387:398,388:398,– hat Dobrindt also auch noch seine Finger im Spiel ?,hat Dobrindt also auch noch seine Finger im Spiel ?,orthography-dash,annotator_b
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,438:454,438:463,dass Bundesregierung und Weimer in beinahe verzweifelt anmutender Weise nach Gründen für den Ausschluss gesucht haben,dass Bundesregierung und Weimer in beinahe verzweifelt anmutender Weise nach Gründen für den Ausschluss gesucht haben – und seien sie auch noch so fadenscheinig .,style-inlay,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,454:463,438:463,– und seien sie auch noch so fadenscheinig .,dass Bundesregierung und Weimer in beinahe verzweifelt anmutender Weise nach Gründen für den Ausschluss gesucht haben – und seien sie auch noch so fadenscheinig .,style-inlay,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,611:620,611:628,die sich mehr und mehr am rechten Rand anbiedern,die sich mehr und mehr am rechten Rand anbiedern und den demokratischen Boden offenbar verlassen möchten .,syntax-coordinated clause missed,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,620:628,611:628,und den demokratischen Boden offenbar verlassen möchten .,die sich mehr und mehr am rechten Rand anbiedern und den demokratischen Boden offenbar verlassen möchten .,syntax-coordinated clause missed,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,702:712,702:718,Das Prüfverfahren und die Ergebnisse bleiben für die Betroffenen geheim,Das Prüfverfahren und die Ergebnisse bleiben für die Betroffenen geheim und sind somit nicht anfechtbar .,syntax-coordinated clause missed,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,712:718,702:718,und sind somit nicht anfechtbar .,Das Prüfverfahren und die Ergebnisse bleiben für die Betroffenen geheim und sind somit nicht anfechtbar .,syntax-coordinated clause missed,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,882:892,882:899,"dann sind wir auf dem besten Weg zu Zuständen ,","dann sind wir auf dem besten Weg zu Zuständen , wie sie in den USA herrschen .",syntax-coordinated clause missed,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,892:899,882:899,wie sie in den USA herrschen .,"dann sind wir auf dem besten Weg zu Zuständen , wie sie in den USA herrschen .",syntax-coordinated clause missed,annotator_a
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,942:963,942:946,"Wäre doch schade , wenn dort plötzlich Bücher und / oder Gutscheine in rauen Mengen bestellt werden würden , oder ?","Wäre doch schade ,",syntax-coordinated clause missed,annotator_b
DE-CURRENT/2_Manually-Segmented/blog_phantanews_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,942:963,946:963,"Wäre doch schade , wenn dort plötzlich Bücher und / oder Gutscheine in rauen Mengen bestellt werden würden , oder ?","wenn dort plötzlich Bücher und / oder Gutscheine in rauen Mengen bestellt werden würden , oder ?",syntax-coordinated clause missed,annotator_b
DE-CURRENT/2_Manually-Segmented/wiki_lit_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,261:277,261:302,"Die Neudefinition des Wortes geschah im Wesentlichen unter Einfluss neuer Literaturzeitschriften und ihnen folgender Literaturgeschichten ,","Die Neudefinition des Wortes geschah im Wesentlichen unter Einfluss neuer Literaturzeitschriften und ihnen folgender Literaturgeschichten , die zwischen 1730 und 1830 sich schrittweise den belles lettres , den schönen Wissenschaften öffneten , dem Bereich modischer und eleganter Bücher des internationalen Marktes",subordination-relative clause,annotator_a
DE-CURRENT/2_Manually-Segmented/wiki_lit_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,277:293,261:302,"die zwischen 1730 und 1830 sich schrittweise den belles lettres , den schönen Wissenschaften öffneten ,","Die Neudefinition des Wortes geschah im Wesentlichen unter Einfluss neuer Literaturzeitschriften und ihnen folgender Literaturgeschichten , die zwischen 1730 und 1830 sich schrittweise den belles lettres , den schönen Wissenschaften öffneten , dem Bereich modischer und eleganter Bücher des internationalen Marktes",subordination-relative clause,annotator_a
DE-CURRENT/2_Manually-Segmented/wiki_lit_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,293:313,261:302,dem Bereich modischer und eleganter Bücher des internationalen Marktes und die dabei Werken der Poesie ein zentrales Interesse schenkten .,"Die Neudefinition des Wortes geschah im Wesentlichen unter Einfluss neuer Literaturzeitschriften und ihnen folgender Literaturgeschichten , die zwischen 1730 und 1830 sich schrittweise den belles lettres , den schönen Wissenschaften öffneten , dem Bereich modischer und eleganter Bücher des internationalen Marktes",subordination-relative clause,annotator_a
DE-CURRENT/2_Manually-Segmented/wiki_lit_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,293:313,302:313,dem Bereich modischer und eleganter Bücher des internationalen Marktes und die dabei Werken der Poesie ein zentrales Interesse schenkten .,und die dabei Werken der Poesie ein zentrales Interesse schenkten .,syntax-sentence boundary,annotator_a
DE-CURRENT/2_Manually-Segmented/wiki_lit_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,340:361,340:350,"gruppiert wird unter den zentralen „ literarischen Gattungen “ , die im Blick auf die Aristotelische Poetik neu definiert wurden ,","gruppiert wird unter den zentralen „ literarischen Gattungen “ ,",subordination-relative clause,annotator_b
DE-CURRENT/2_Manually-Segmented/wiki_lit_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,340:361,350:361,"gruppiert wird unter den zentralen „ literarischen Gattungen “ , die im Blick auf die Aristotelische Poetik neu definiert wurden ,","die im Blick auf die Aristotelische Poetik neu definiert wurden ,",subordination-relative clause,annotator_b
DE-CURRENT/2_Manually-Segmented/wiki_lit_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,427:440,427:447,"die die Ausgestaltung der nationalen Literaturen im 19. Jahrhundert im Wesentlichen vorantrieben ,","die die Ausgestaltung der nationalen Literaturen im 19. Jahrhundert im Wesentlichen vorantrieben , nahezu ausschließlich „ hohe “ Literatur .",other-arbitrary boundary,annotator_b
DE-CURRENT/2_Manually-Segmented/wiki_lit_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,440:447,427:447,nahezu ausschließlich „ hohe “ Literatur .,"die die Ausgestaltung der nationalen Literaturen im 19. Jahrhundert im Wesentlichen vorantrieben , nahezu ausschließlich „ hohe “ Literatur .",other-arbitrary boundary,annotator_b
DE-CURRENT/2_Manually-Segmented/wiki_lit_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,455:464,455:472,"ist seitdem Gegenstand einer Debatte um die Bedeutung ,","ist seitdem Gegenstand einer Debatte um die Bedeutung , die Werke in der jeweiligen Gesellschaft gewinnen .",subordination-relative clause,annotator_a
DE-CURRENT/2_Manually-Segmented/wiki_lit_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,464:472,455:472,die Werke in der jeweiligen Gesellschaft gewinnen .,"ist seitdem Gegenstand einer Debatte um die Bedeutung , die Werke in der jeweiligen Gesellschaft gewinnen .",subordination-relative clause,annotator_a
DE-CURRENT/2_Manually-Segmented/wiki_lit_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,472:495,472:502,"Der jeweilige „ Kanon “ einer Nationalliteratur wird in der öffentlichen ( und angreifbaren ) Würdigung der „ künstlerischen “ Qualität festgelegt ,","Der jeweilige „ Kanon “ einer Nationalliteratur wird in der öffentlichen ( und angreifbaren ) Würdigung der „ künstlerischen “ Qualität festgelegt , sowie in kontroversen Textinterpretationen der Fiktionen ,",subordination-relative clause,annotator_a
DE-CURRENT/2_Manually-Segmented/wiki_lit_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,495:508,472:502,"sowie in kontroversen Textinterpretationen der Fiktionen , die Titeln tiefere Bedeutung zusprechen .","Der jeweilige „ Kanon “ einer Nationalliteratur wird in der öffentlichen ( und angreifbaren ) Würdigung der „ künstlerischen “ Qualität festgelegt , sowie in kontroversen Textinterpretationen der Fiktionen ,",other-arbitrary boundary,annotator_a
DE-CURRENT/2_Manually-Segmented/wiki_lit_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,495:508,502:508,"sowie in kontroversen Textinterpretationen der Fiktionen , die Titeln tiefere Bedeutung zusprechen .",die Titeln tiefere Bedeutung zusprechen .,other-arbitrary boundary,annotator_a
DE-CURRENT/2_Manually-Segmented/wiki_lit_1.tagged.tsv,DE,DE_CURRENT,A1,A5,partial_overlap,580:586,580:583,Siehe dazu : Digitale Schriftlichkeit .,Siehe dazu :,other-arbitrary boundary,annotator_a
